Paper Name:,Field,First Pass,Second Pass,Matches,FAIR Letter
A Catalog of Micro Frontends Anti-Patterns,A1 follow-up: Which of these protocols are available to download the software?,"Git (clone), Download",,False,
A Catalog of Micro Frontends Anti-Patterns,Anything else to note?,,"No software artefacts (besides a very small figure generating script, not enough to count)",False,
A Catalog of Micro Frontends Anti-Patterns,Are any software artefacts/tools/scripts mentioned in and used in the process of gathering results for the report?,Yes,No,False,
A Catalog of Micro Frontends Anti-Patterns,Does the software metadata (i.e. README) describe how to retrieve the artefact?,No,,False,
A Catalog of Micro Frontends Anti-Patterns,Does the software require the use of any 3rd party tools in order to execute it?,No,,False,
A Catalog of Micro Frontends Anti-Patterns,Does the software require the use of any 3rd party tools in order to retrieve it?,No,,False,
A Catalog of Micro Frontends Anti-Patterns,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",Yes,,False,
A Catalog of Micro Frontends Anti-Patterns,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,No: infeasible,,False,
A Catalog of Micro Frontends Anti-Patterns,Has the software artefact been mentioned or cited in the paper for ease of findability?,Yes,,False,
A Catalog of Micro Frontends Anti-Patterns,Has the software been deployed onto a web server (if feasible)?,Infeasable,,False,
A Catalog of Micro Frontends Anti-Patterns,How long did this form take to complete?,00:07:00,00:04:00,False,
A Catalog of Micro Frontends Anti-Patterns,"If F1 is met, please input the DOI of the latest version",https://doi.org/10.5281/zenodo.14868084,,False,
A Catalog of Micro Frontends Anti-Patterns,Is the software source code available?,Yes,,False,
A Catalog of Micro Frontends Anti-Patterns,Is the software sufficiently modular?,No,,False,
A Catalog of Micro Frontends Anti-Patterns,"Link to artefact repository (Github, Zenodo, Figshare etc)",,https://zenodo.org/records/14868084,False,
A Catalog of Micro Frontends Anti-Patterns,Please input any links to GitHub if available,https://github.com/nabsonp/ICSE-2025,,False,
A Catalog of Micro Frontends Anti-Patterns,Research Area:,Design and Architecture,"Micro Frontends, Microservices, Anti-patterns, Software Architecture, Empirical Study",False,
A Catalog of Micro Frontends Anti-Patterns,Year Published:,2025.0,2025,False,
A Catalog of Micro Frontends Anti-Patterns,A1. Software is retrievable by its identifier using a standardised communications protocol. (Github DOES count),Yes,,False,A
A Catalog of Micro Frontends Anti-Patterns,"A1.1. The protocol is open, free, and universally implementable.",Yes,,False,A
A Catalog of Micro Frontends Anti-Patterns,"A1.2. The protocol allows for an authentication and authorization procedure, where necessary.",Not necessary,,False,A
A Catalog of Micro Frontends Anti-Patterns,"A2. Metadata are accessible, even when the software is no longer available.",Yes,,False,A
A Catalog of Micro Frontends Anti-Patterns,F1. Software is assigned a globally unique and persistent identifier (DOI),Yes,,False,F
A Catalog of Micro Frontends Anti-Patterns,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,,False,F
A Catalog of Micro Frontends Anti-Patterns,F1.2. Different versions of the software are assigned distinct identifiers.,Yes,,False,F
A Catalog of Micro Frontends Anti-Patterns,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,,False,F
A Catalog of Micro Frontends Anti-Patterns,F3. Metadata clearly and explicitly include the identifier of the software they describe. i.e. is the DOI in the metadata?,Yes,,False,F
A Catalog of Micro Frontends Anti-Patterns,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Yes,,False,F
A Catalog of Micro Frontends Anti-Patterns,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",No,,False,I
A Catalog of Micro Frontends Anti-Patterns,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,,False,I
A Catalog of Micro Frontends Anti-Patterns,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,,False,R
A Catalog of Micro Frontends Anti-Patterns,R1.1. Software is given a clear and accessible license.,No,,False,R
A Catalog of Micro Frontends Anti-Patterns,R1.2. Software is associated with detailed provenance (version history).,No,,False,R
A Catalog of Micro Frontends Anti-Patterns,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program does not use external libraries,,False,R
A Catalog of Micro Frontends Anti-Patterns,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,,False,R
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,(R1) Please list the software attributes in the repository.,"LICENSE, README",README,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,A1 follow-up: Which of these protocols are available to download the software?,"Git (clone), Download",Git (clone),False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Any additional notes for F?,They archived it on software heritage for permanence but this doesn't count as a DOI :(,Software is archived but no DOI,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Any additional notes for R?,It's weird that they gave a tutorial to reproduce the results from the paper but they only requested as far as the functional badge from ACM,,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Does the software metadata (i.e. README) describe how to retrieve the artefact?,No,Yes,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,No: infeasible,Yes,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,How long did this form take to complete?,00:13:56,11:03:00,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Is the software itself documented well? Which of the following code readability standards have been implemented?,,Inline comments,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,"Link to artefact repository (Github, Zenodo, Figshare etc)",https://github.com/less-lab-uva/DiffTest4AV,https://archive.softwareheritage.org/browse/origin/directory/?branch=HEAD&origin_url=https://github.com/less-lab-uva/DiffTest4AV&snapshot=089ec1db7d938b37ec7f3cadc0380fe1ceba74b8,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Research Area:,Autonomous vehicles,Autonomy,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,Year Published:,2025.0,2025,False,
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,No,False,A
A Differential Testing Framework to Identify Critical AV Failures Leveraging Arbitrary Inputs,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
A First Look at Conventional Commits Classification,(R1) Please list the software attributes in the repository.,README paper,"detailed README, paper pdf",False,
A First Look at Conventional Commits Classification,Any additional notes for F?,,"F1.1: Dataset is not large enough to warrant an additional identifier; artefact DOI linked in paper, AND linked in github readme",False,
A First Look at Conventional Commits Classification,Any additional notes for R?,,Surprisingly no license; 3rd party software: I think you can run with their experimental data and avoid needing an LLM key,False,
A First Look at Conventional Commits Classification,Anything else to note?,,"Surprising that this paper has no ACM badges - very solid F, A and I, though lacking somewhat for the R criteria",False,
A First Look at Conventional Commits Classification,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Yes,No: infeasible,False,
A First Look at Conventional Commits Classification,How long did this form take to complete?,00:06:27,00:09:00,False,
A First Look at Conventional Commits Classification,"Link to artefact repository (Github, Zenodo, Figshare etc)",,https://figshare.com/articles/dataset/A_First_Look_at_Conventional_Commits_Classification/26507083?file=49041904,False,
A First Look at Conventional Commits Classification,Research Area:,AI for SE,"Commit Classification, Conventional Commits, Large Language Model",False,
A First Look at Conventional Commits Classification,Year Published:,2025.0,2025,False,
A First Look at Conventional Commits Classification,"A2. Metadata are accessible, even when the software is no longer available.",Yes,Software is currently available,False,A
A First Look at Conventional Commits Classification,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
A First Look at Conventional Commits Classification,R1.1. Software is given a clear and accessible license.,Yes,No,False,R
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,(R1) Please list the software attributes in the repository.,"README, LICENSE",README,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Any additional notes for F?,"F1.1: I would argue that the datasets provided are not COMPONENTS of the data, but are a separate product of the survey, and therefore do not count towards failing this paper on F1.1",,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Anything else to note?,Very good project that unfortunately falls short on one or two areas,,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Does the software metadata (i.e. README) describe how to retrieve the artefact?,No,Yes,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,No: infeasible,Yes,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,How long did this form take to complete?,00:14:00,05:00:00,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Institution (if applicable),"Ruhr University Bochum, University of Gothenburg",Ruhr University Bochum,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Is the software itself documented well? Which of the following code readability standards have been implemented?,"Docstrings, Inline comments",Inline comments,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Research Area:,"Machine learning, Software engineering",Design for AI,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,Year Published:,2025.0,2025,False,
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,Yes,False,A
A Large-Scale Study of Model Integration in ML-Enabled Software Systems,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",No: program does not use external libraries,Yes,False,R
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,(R1) Please list the software attributes in the repository.,"README.md, SUMMARY.md",,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,A1 follow-up: Which of these protocols are available to download the software?,Download,"Download, restapi",False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Any additional notes for F?,Compliant all around,,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Any additional notes for R?,Solid,,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Anything else to note?,An exemplar submission,"Might need to re-review, artifact is 44gb and don't have space on my laptop, so have had to vote artifact not availible because zenodo wont let me preview files",False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Does the software metadata (i.e. README) describe how to retrieve the artefact?,No,Artefact Unavailable,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Does the software require the use of any 3rd party tools in order to execute it?,No,Artefact Unavailable,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",Yes,Artefact Unavailable,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Yes,No: infeasible,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Has the software been deployed onto a web server (if feasible)?,Infeasable,"No, but no clear constraints not to",False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Have any containerisation engines / orchestrators been employed in the reuse of the software?,Docker,,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,How long did this form take to complete?,00:18:00,12:42:00,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"If F1 is met, please input the DOI of the latest version",https://doi.org/10.5281/zenodo.10854982,https://doi.org/10.5281/zenodo.13332542,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Institution (if applicable),"University of Utah, University of Central Florida",University of Central Florida,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Is the software itself documented well? Which of the following code readability standards have been implemented?,Inline comments,,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Is the software source code available?,No,Yes,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Is the software sufficiently modular?,Yes,Artefact Unavailable,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Please input any links to GitHub if available,,https://zenodo.org/records/13332542,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,requirements.txt (pip),,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Research Area:,Linux/Bug finding,NIER,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,Year Published:,2025.0,2025,False,
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,Yes,No,False,F
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,Artefact Unavailable,False,I
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"R1. Software is described with a plurality of accurate and relevant attributes. e.g. README, CITATION.cff, CONTRIBUTING.md",Yes,Artefact Unavailable,False,R
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,R1.1. Software is given a clear and accessible license.,Yes,Artefact Unavailable,False,R
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,R1.2. Software is associated with detailed provenance (version history).,Yes,Artefact Unavailable,False,R
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"R2. Software includes qualified references to other software. e.g. external libraries, frameworks",Yes,Artefact Unavailable,False,R
A Little Goes a Long Way: Tuning Configuration Selection for Continuous Kernel Fuzzing,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,Artefact Unavailable,False,R
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,(R1) Please list the software attributes in the repository.,"README, LICENSE",README only but is very detailed,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Any additional notes for F?,"F2: In my opinion, does qualify, barely. LICENSE and detailed README, but could do with more information.",,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Any additional notes for I?,,Works with numerous LLMs,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Any additional notes for R?,"R3: Code commenting could be better, but documentation is very very good","R3: readable but not very well documented
Needs LLM API key",False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,"Given the appropriate time and resources, would it be possible to attempt to reproduce the results using the provided software?",Yes,No,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,No but no clear constraints not to,Yes,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Has the software been deployed onto a web server (if feasible)?,"No, but no clear constraints not to",Infeasable,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,How long did this form take to complete?,00:17:00,08:02:00,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Institution (if applicable),"Georgia Institute of Technology,  IBM T.J. Watson Research Center","Georgia Institute of Technology, IBM",False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Is the software itself documented well? Which of the following code readability standards have been implemented?,"Docstrings, Inline comments",,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,R2 follow-up: Is there a file / project manager tool to help with the installation of other software / libraries?,"requirements.txt (pip), pyproject.toml","requirements.txt (pip), pyproject.toml, poetry.lock, configurations.toml",False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Research Area:,Automated REST API Testing,AI and Testing,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,Year Published:,2025.0,2025,False,
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,Yes,No,False,F
A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",Yes,No,False,R
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,A1 follow-up: Which of these protocols are available to download the software?,"Git (clone), Download",Git (clone),False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Any additional notes for R?,"No requirements, just a list of things to install.
Inline comments are rarely used and most comments are just commented lines of code",,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Does the software metadata (i.e. README) describe how to retrieve the artefact?,No,Yes,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,No: infeasible,Yes,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,How long did this form take to complete?,00:05:30,05:30:00,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Is the software sufficiently modular?,Yes,No,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Research Area:,Code clone detection,Testing and QA,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,Year Published:,2025.0,2025,False,
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,"A2. Metadata are accessible, even when the software is no longer available.",Software is currently available,No,False,A
A Multiple Representation Transformer with Optimized Abstract Syntax Tree for Efficient Code Clone Detection,R1.1. Software is given a clear and accessible license.,No,Yes,False,R
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,(R1) Please list the software attributes in the repository.,"README.md, USAGE.md, DATASET.md , appendix.pdf","README, appendix, dataset.md, usage.md",False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Any additional notes for F?,,F1.1: Dataset is small enough to not require a separate identifier,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Any additional notes for R?,,"R3: Source code could do with more comments, but the documentation is very strong.",False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Anything else to note?,,Exceptionally good submission - this should be the standard,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Yes,No: infeasible,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,How long did this form take to complete?,00:10:28,00:10:00,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,"Link to artefact repository (Github, Zenodo, Figshare etc)",,https://zenodo.org/records/14867373,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Research Area:,Security and Analysis,"Rust, interoperation, undefined behavior, aliasing, bugs, foreign functions",False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,Year Published:,2025.0,2025,False,
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,"A2. Metadata are accessible, even when the software is no longer available.",Yes,Software is currently available,False,A
A Study of Undefined Behavior Across Foreign Function Boundaries in Rust Libraries,F1.1. Components of the software representing levels of granularity are assigned distinct identifiers. e.g. datasets. Software tools on their own are assumed to be sufficient granular so long as it is just the software.,No,Yes,False,F
A Tale of Two DL Cities: When Library Tests Meet Compiler,(R1) Please list the software attributes in the repository.,"readme, bugs.md, suplementresluts.md","README, LICENSE, supplemental results, requirements, bugs",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,A1 follow-up: Which of these protocols are available to download the software?,Git (clone),"Git (clone), Download",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Any additional notes for F?,,F2: Metadata lacking detail but just about qualifies,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Any additional notes for I?,,"I1: Uses txt files pretty much exclusively, assuming these are not domain standard",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Anything else to note?,,"No DOI and weak metadata, but otherwise a good project",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Has sufficient effort been made to allow integration via APIs or interfaces with other tools?,Yes,No: infeasible,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,How long did this form take to complete?,00:10:00,00:08:00,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Is the software itself documented well? Which of the following code readability standards have been implemented?,,"Docstrings, Inline comments",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,"Link to artefact repository (Github, Zenodo, Figshare etc)",,https://github.com/ShenQingchao/OPERA,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Please input any links to GitHub if available,https://github.com/ShenQingchao/OPERA?tab=readme-ov-file,https://github.com/ShenQingchao/OPERA,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Research Area:,SE for AI with Quality,"Compiler Testing, Test Migration, Test Prioritization, Deep Learning Compiler",False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,Year Published:,2025.0,2025,False,
A Tale of Two DL Cities: When Library Tests Meet Compiler,"A2. Metadata are accessible, even when the software is no longer available.",No,Software is currently available,False,A
A Tale of Two DL Cities: When Library Tests Meet Compiler,F2. Software is described with rich metadata. NOTE you can check the metadata from Zenodo by exporting to JSON at the bottom right of the page.,No,Yes,False,F
A Tale of Two DL Cities: When Library Tests Meet Compiler,"F4. Metadata are FAIR, searchable and indexable. i.e. can I export it to a machine-readable format (usually yes if on Zenodo)",Yes,No,False,F
A Tale of Two DL Cities: When Library Tests Meet Compiler,"I1. Software reads, writes and exchanges data in a way that meets domain-relevant community standards. i.e. is it reading/writing to appropriate files e.g. JSON, CSV, or is data being taken from an API?",Yes,No,False,I
A Tale of Two DL Cities: When Library Tests Meet Compiler,"I2. Software includes qualified references to other objects. e.g. This could mean datasets, etc not libraries",Yes,No: no datasets used,False,I
A Tale of Two DL Cities: When Library Tests Meet Compiler,"R3. Software meets domain-relevant community standards. i.e. well documented? docstrings? inline comments, indents okay?",No,Yes,False,R
A Test Oracle for Reinforcement Learning Software Based on Lyapunov Stability Control Theory,Any additional notes for A?,,where is this available the badge is speaking about,False,
